id,number,name,types,H,A,B,C,D,S,total,images,ability,s_ability,nameKo,grade,prevEvolutions,nextEvolutions,note
6796,85,dodrio,"[""노말"",""비행""]",60,110,70,60,60,110,470,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png"",""https://play.pokemonshowdown.com/sprites/ani/dodrio.gif""]","[""도주"",""일찍기상""]","[""갈지자걸음""]",두트리오,,"[""두두""]",[],
6797,86,seel,"[""물""]",65,45,55,45,70,45,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png"",""https://play.pokemonshowdown.com/sprites/ani/seel.gif""]","[""두꺼운지방"",""촉촉바디""]","[""아이스바디""]",쥬쥬,,[],"[""쥬레곤""]",
6798,87,dewgong,"[""물"",""얼음""]",90,70,80,70,95,70,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png"",""https://play.pokemonshowdown.com/sprites/ani/dewgong.gif""]","[""두꺼운지방"",""촉촉바디""]","[""아이스바디""]",쥬레곤,,"[""쥬쥬""]",[],
6799,88,grimer,"[""독""]",80,80,50,40,50,25,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png"",""https://play.pokemonshowdown.com/sprites/ani/grimer.gif""]","[""악취"",""점착""]","[""독수""]",질퍽이,,[],"[""질뻐기""]",
6800,89,muk,"[""독""]",105,105,75,65,100,50,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png"",""https://play.pokemonshowdown.com/sprites/ani/muk.gif""]","[""악취"",""점착""]","[""독수""]",질뻐기,,"[""질퍽이""]",[],
6801,90,shellder,"[""물""]",30,65,100,45,25,40,305,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png"",""https://play.pokemonshowdown.com/sprites/ani/shellder.gif""]","[""조가비갑옷"",""스킬링크""]","[""방진""]",셀러,,[],"[""파르셀""]",
6802,91,cloyster,"[""물"",""얼음""]",50,95,180,85,45,70,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png"",""https://play.pokemonshowdown.com/sprites/ani/cloyster.gif""]","[""조가비갑옷"",""스킬링크""]","[""방진""]",파르셀,,"[""셀러""]",[],
6803,92,gastly,"[""고스트"",""독""]",30,35,30,100,35,80,310,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png"",""https://play.pokemonshowdown.com/sprites/ani/gastly.gif""]","[""부유""]",[],고오스,,[],"[""고우스트""]",
6804,93,haunter,"[""고스트"",""독""]",45,50,45,115,55,95,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png"",""https://play.pokemonshowdown.com/sprites/ani/haunter.gif""]","[""부유""]",[],고우스트,,"[""고오스""]","[""팬텀""]",
6805,94,gengar,"[""고스트"",""독""]",60,65,60,130,75,110,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png"",""https://play.pokemonshowdown.com/sprites/ani/gengar.gif""]","[""저주받은바디""]",[],팬텀,,"[""고우스트""]","[""메가 팬텀""]",
6806,95,onix,"[""땅"",""바위""]",35,45,160,30,45,70,385,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png"",""https://play.pokemonshowdown.com/sprites/ani/onix.gif""]","[""돌머리"",""옹골참""]","[""깨어진갑옷""]",롱스톤,,[],"[""강철톤""]",
6807,96,drowzee,"[""에스퍼""]",60,48,45,43,90,42,328,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png"",""https://play.pokemonshowdown.com/sprites/ani/drowzee.gif""]","[""불면"",""예지몽""]","[""정신력""]",슬리프,,[],"[""슬리퍼""]",
6808,97,hypno,"[""에스퍼""]",85,73,70,73,115,67,483,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png"",""https://play.pokemonshowdown.com/sprites/ani/hypno.gif""]","[""불면"",""예지몽""]","[""정신력""]",슬리퍼,,"[""슬리프""]",[],
6809,98,krabby,"[""물""]",30,105,90,25,25,50,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png"",""https://play.pokemonshowdown.com/sprites/ani/krabby.gif""]","[""괴력집게"",""조가비갑옷""]","[""우격다짐""]",크랩,,[],"[""킹크랩""]",
6810,99,kingler,"[""물""]",55,130,115,50,50,75,475,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png"",""https://play.pokemonshowdown.com/sprites/ani/kingler.gif""]","[""괴력집게"",""조가비갑옷""]","[""우격다짐""]",킹크랩,,"[""크랩""]",[],
6811,100,voltorb,"[""전기""]",40,30,50,55,55,100,330,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png"",""https://play.pokemonshowdown.com/sprites/ani/voltorb.gif""]","[""방음"",""정전기""]","[""유폭""]",찌리리공,,[],"[""붐볼""]",
6812,101,electrode,"[""전기""]",60,50,70,80,80,150,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png"",""https://play.pokemonshowdown.com/sprites/ani/electrode.gif""]","[""방음"",""정전기""]","[""유폭""]",붐볼,,"[""찌리리공""]",[],
6813,102,exeggcute,"[""에스퍼"",""풀""]",60,40,80,60,45,40,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png"",""https://play.pokemonshowdown.com/sprites/ani/exeggcute.gif""]","[""엽록소""]","[""수확""]",아라리,,[],"[""나시""]",
6814,103,exeggutor,"[""에스퍼"",""풀""]",95,95,85,125,75,55,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png"",""https://play.pokemonshowdown.com/sprites/ani/exeggutor.gif""]","[""엽록소""]","[""수확""]",나시,,"[""아라리""]",[],
6815,104,cubone,"[""땅""]",50,50,95,40,50,35,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png"",""https://play.pokemonshowdown.com/sprites/ani/cubone.gif""]","[""돌머리"",""피뢰침""]","[""전투무장""]",탕구리,,[],"[""텅구리""]",
6816,105,marowak,"[""땅""]",60,80,110,50,80,45,425,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png"",""https://play.pokemonshowdown.com/sprites/ani/marowak.gif""]","[""돌머리"",""피뢰침""]","[""전투무장""]",텅구리,,"[""탕구리""]",[],
6817,106,hitmonlee,"[""격투""]",50,120,53,35,110,87,455,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png"",""https://play.pokemonshowdown.com/sprites/ani/hitmonlee.gif""]","[""유연"",""이판사판""]","[""곡예""]",시라소몬,,"[""배루키""]",[],
6818,107,hitmonchan,"[""격투""]",50,105,79,35,110,76,455,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png"",""https://play.pokemonshowdown.com/sprites/ani/hitmonchan.gif""]","[""날카로운눈"",""철주먹""]","[""정신력""]",홍수몬,,"[""배루키""]",[],
6819,108,lickitung,"[""노말""]",90,55,75,60,75,30,385,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png"",""https://play.pokemonshowdown.com/sprites/ani/lickitung.gif""]","[""마이페이스"",""둔감""]","[""날씨부정""]",내루미,,[],"[""내룸벨트""]",
6820,109,koffing,"[""독""]",40,65,95,60,45,35,340,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png"",""https://play.pokemonshowdown.com/sprites/ani/koffing.gif""]","[""부유"",""화학변화가스""]","[""악취""]",또가스,,[],"[""또도가스""]",
6821,110,weezing,"[""독""]",65,90,120,85,70,60,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png"",""https://play.pokemonshowdown.com/sprites/ani/weezing.gif""]","[""부유"",""화학변화가스""]","[""악취""]",또도가스,,"[""또가스""]",[],
6822,111,rhyhorn,"[""땅"",""바위""]",80,85,95,30,30,25,345,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png"",""https://play.pokemonshowdown.com/sprites/ani/rhyhorn.gif""]","[""피뢰침"",""돌머리""]","[""이판사판""]",뿔카노,,[],"[""코뿌리""]",
6823,112,rhydon,"[""땅"",""바위""]",105,130,120,45,45,40,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png"",""https://play.pokemonshowdown.com/sprites/ani/rhydon.gif""]","[""피뢰침"",""돌머리""]","[""이판사판""]",코뿌리,,"[""뿔카노""]","[""거대코뿌리""]",
6824,113,chansey,"[""노말""]",250,5,5,35,105,50,450,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png"",""https://play.pokemonshowdown.com/sprites/ani/chansey.gif""]","[""자연회복"",""하늘의은총""]","[""치유의마음""]",럭키,,"[""핑복""]","[""해피너스""]",
6825,114,tangela,"[""풀""]",65,55,115,100,40,60,435,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png"",""https://play.pokemonshowdown.com/sprites/ani/tangela.gif""]","[""엽록소"",""리프가드""]","[""재생력""]",덩쿠리,,[],"[""덩쿠림보""]",
6826,115,kangaskhan,"[""노말""]",105,95,80,40,80,90,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png"",""https://play.pokemonshowdown.com/sprites/ani/kangaskhan.gif""]","[""일찍기상"",""배짱""]","[""정신력""]",캥카,,[],"[""메가 캥카""]",
6827,116,horsea,"[""물""]",30,40,70,70,25,60,295,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png"",""https://play.pokemonshowdown.com/sprites/ani/horsea.gif""]","[""쓱쓱"",""스나이퍼""]","[""습기""]",쏘드라,,[],"[""시드라""]",
6828,117,seadra,"[""물""]",55,65,95,95,45,85,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png"",""https://play.pokemonshowdown.com/sprites/ani/seadra.gif""]","[""독가시"",""스나이퍼""]","[""습기""]",시드라,,"[""쏘드라""]","[""킹드라""]",
6829,118,goldeen,"[""물""]",45,67,60,35,50,63,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png"",""https://play.pokemonshowdown.com/sprites/ani/goldeen.gif""]","[""쓱쓱"",""수의베일""]","[""피뢰침""]",콘치,,[],"[""왕콘치""]",
6830,119,seaking,"[""물""]",80,92,65,65,80,68,450,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png"",""https://play.pokemonshowdown.com/sprites/ani/seaking.gif""]","[""쓱쓱"",""수의베일""]","[""피뢰침""]",왕콘치,,"[""콘치""]",[],
6831,120,staryu,"[""물""]",30,45,55,70,55,85,340,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png"",""https://play.pokemonshowdown.com/sprites/ani/staryu.gif""]","[""발광"",""자연회복""]","[""애널라이즈""]",별가사리,,[],"[""아쿠스타""]",
6832,121,starmie,"[""물"",""에스퍼""]",60,75,85,100,85,115,520,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png"",""https://play.pokemonshowdown.com/sprites/ani/starmie.gif""]","[""발광"",""자연회복""]","[""애널라이즈""]",아쿠스타,,"[""별가사리""]","[""메가 아쿠스타""]",
6833,122,mr-mime,"[""에스퍼"",""페어리""]",40,45,65,100,120,90,460,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png"",""https://play.pokemonshowdown.com/sprites/ani/mr-mime.gif""]","[""방음"",""필터""]","[""테크니션""]",마임맨,,"[""흉내내""]","[""마임꽁꽁""]",
6834,123,scyther,"[""벌레"",""비행""]",70,110,80,55,80,105,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png"",""https://play.pokemonshowdown.com/sprites/ani/scyther.gif""]","[""벌레의알림"",""테크니션""]","[""불굴의마음""]",스라크,,[],"[""핫삼"",""사마자르""]",
6835,124,jynx,"[""얼음"",""에스퍼""]",65,50,35,115,95,95,455,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png"",""https://play.pokemonshowdown.com/sprites/ani/jynx.gif""]","[""둔감"",""예지몽""]","[""건조피부""]",루주라,,"[""뽀뽀라""]",[],
6836,125,electabuzz,"[""전기""]",65,83,57,95,85,105,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png"",""https://play.pokemonshowdown.com/sprites/ani/electabuzz.gif""]","[""정전기""]","[""의기양양""]",에레브,,"[""에레키드""]","[""에레키블""]",
6837,126,magmar,"[""불꽃""]",65,95,57,100,85,93,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png"",""https://play.pokemonshowdown.com/sprites/ani/magmar.gif""]","[""불꽃몸""]","[""의기양양""]",마그마,,"[""마그비""]","[""마그마번""]",
6838,127,pinsir,"[""벌레""]",65,125,100,55,70,85,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png"",""https://play.pokemonshowdown.com/sprites/ani/pinsir.gif""]","[""괴력집게"",""틀깨기""]","[""자기과신""]",쁘사이저,,[],"[""메가 쁘사이저""]",
6839,128,tauros,"[""노말""]",75,100,95,40,70,110,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png"",""https://play.pokemonshowdown.com/sprites/ani/tauros.gif""]","[""위협"",""분노의경혈""]","[""우격다짐""]",켄타로스,,[],[],
6840,129,magikarp,"[""물""]",20,10,55,15,20,80,200,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png"",""https://play.pokemonshowdown.com/sprites/ani/magikarp.gif""]","[""쓱쓱""]","[""주눅""]",잉어킹,,[],"[""갸라도스""]",
6841,130,gyarados,"[""물"",""비행""]",95,125,79,60,100,81,540,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png"",""https://play.pokemonshowdown.com/sprites/ani/gyarados.gif""]","[""위협""]","[""자기과신""]",갸라도스,,"[""잉어킹""]","[""메가 갸라도스""]",
6842,131,lapras,"[""물"",""얼음""]",130,85,80,85,95,60,535,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png"",""https://play.pokemonshowdown.com/sprites/ani/lapras.gif""]","[""저수"",""조가비갑옷""]","[""촉촉바디""]",라프라스,,[],[],
6843,132,ditto,"[""노말""]",48,48,48,48,48,48,288,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png"",""https://play.pokemonshowdown.com/sprites/ani/ditto.gif""]","[""유연""]","[""괴짜""]",메타몽,,[],[],
6844,133,eevee,"[""노말""]",55,55,50,45,65,55,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png"",""https://play.pokemonshowdown.com/sprites/ani/eevee.gif""]","[""도주"",""적응력""]","[""위험예지""]",이브이,,[],"[""샤미드"",""쥬피썬더"",""부스터"",""에브이"",""블래키"",""리피아"",""글레이시아"",""님피아""]",
6845,134,vaporeon,"[""물""]",130,65,60,110,95,65,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png"",""https://play.pokemonshowdown.com/sprites/ani/vaporeon.gif""]","[""저수""]","[""촉촉바디""]",샤미드,,"[""이브이""]",[],
6846,135,jolteon,"[""전기""]",65,65,60,110,95,130,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png"",""https://play.pokemonshowdown.com/sprites/ani/jolteon.gif""]","[""축전""]","[""속보""]",쥬피썬더,,"[""이브이""]",[],
6847,136,flareon,"[""불꽃""]",65,130,60,95,110,65,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png"",""https://play.pokemonshowdown.com/sprites/ani/flareon.gif""]","[""타오르는불꽃""]","[""근성""]",부스터,,"[""이브이""]",[],
6848,137,porygon,"[""노말""]",65,60,70,85,75,40,395,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png"",""https://play.pokemonshowdown.com/sprites/ani/porygon.gif""]","[""트레이스"",""다운로드""]","[""애널라이즈""]",폴리곤,,[],"[""폴리곤2""]",
6849,138,omanyte,"[""물"",""바위""]",35,40,100,90,55,35,355,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png"",""https://play.pokemonshowdown.com/sprites/ani/omanyte.gif""]","[""쓱쓱"",""조가비갑옷""]","[""깨어진갑옷""]",암나이트,,[],"[""암스타""]",
6850,139,omastar,"[""물"",""바위""]",70,60,125,115,70,55,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png"",""https://play.pokemonshowdown.com/sprites/ani/omastar.gif""]","[""쓱쓱"",""조가비갑옷""]","[""깨어진갑옷""]",암스타,,"[""암나이트""]",[],
6851,140,kabuto,"[""물"",""바위""]",30,80,90,55,45,55,355,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png"",""https://play.pokemonshowdown.com/sprites/ani/kabuto.gif""]","[""쓱쓱"",""전투무장""]","[""깨어진갑옷""]",투구,,[],"[""투구푸스""]",
6852,141,kabutops,"[""물"",""바위""]",60,115,105,65,70,80,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png"",""https://play.pokemonshowdown.com/sprites/ani/kabutops.gif""]","[""쓱쓱"",""전투무장""]","[""깨어진갑옷""]",투구푸스,,"[""투구""]",[],
6853,142,aerodactyl,"[""바위"",""비행""]",80,105,65,60,75,130,515,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png"",""https://play.pokemonshowdown.com/sprites/ani/aerodactyl.gif""]","[""돌머리"",""프레셔""]","[""긴장감""]",프테라,,[],"[""메가 프테라""]",
